276,1,13,17,3,14,47,41,30,8
0,396,9,0,0,19,0,2,0,24
19,3,242,25,7,11,42,86,12,3
45,2,17,141,11,21,17,53,65,3
2,0,2,13,333,0,4,19,2,0
5,14,19,1,0,232,4,8,10,7
58,0,39,11,4,19,198,37,9,0
3,1,17,26,4,1,20,370,8,0
20,9,12,38,4,14,4,10,251,13
2,46,3,1,1,17,1,21,10,348
